"tweet_type","id","created_at","username","user_display_name","text","lang","source","retweet_count","favorite_count","reply_count","quote_count","bookmark_count","view_count","has_media","media_type","media_urls","video_url","video_duration","thumbnail_url","conversation_id_str","in_reply_to_status_id_str","in_reply_to_user_id_str","in_reply_to_screen_name","quoted_status_id_str","quoted_user_id_str","retweeted_status_id_str"
"original","590873806522212352","2015-04-22T13:44:28.000Z","LuisMarques","Luis Marques","The world surrounds you with noise. Do not dwell on insignificance but rise to silently listen to the music within and its echo above. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","10","19","1","0","0",,"false","none",,,,,"590873806522212352",,,,,,
"original","589507511721533440","2015-04-18T19:15:17.000Z","LuisMarques","Luis Marques","New Moon — The silvery blood of Thoth is spilled upon the initiatory absence of light that empowers our darkness. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5","18","1","0","0",,"false","none",,,,,"589507511721533440",,,,,,
"original","588125762584236032","2015-04-14T23:44:43.000Z","LuisMarques","Luis Marques","The need for a title and value in its exhibition is a weakness of limited minds. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","7","21","2","0","0",,"false","none",,,,,"588125762584236032",,,,,,
"original","584403934573371392","2015-04-04T17:15:30.000Z","LuisMarques","Luis Marques","Assuming or pretending to be all-knowing is a clear path to ignorance and a locked door to the realm of possibility and higher learning. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","18","0","0","0",,"false","none",,,,,"584403934573371392",,,,,,
"original","582633300084322304","2015-03-30T19:59:38.000Z","LuisMarques","Luis Marques","The most revealing truths of Asetian wisdom are mirrored in the infinity of the cosmos. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6","20","1","0","0",,"false","none",,,,,"582633300084322304",,,,,,
"original","578787329759924224","2015-03-20T05:17:07.000Z","LuisMarques","Luis Marques","Embrace only the song that echoes the tune of your soul. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","17","28","3","0","1",,"false","none",,,,,"578787329759924224",,,,,,
"original","576487182929649664","2015-03-13T20:57:09.000Z","LuisMarques","Luis Marques","Fair and honest kindness can be a sign of evolved power. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","14","25","3","1","1",,"false","none",,,,,"576487182929649664",,,,,,
"original","573590269163077633","2015-03-05T21:05:51.000Z","LuisMarques","Luis Marques","Full Moon — To unveil our magick thou must break the silver chain that locks Her hidden flame. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","17","2","0","0",,"false","none",,,,,"573590269163077633",,,,,,
"original","572761721917423616","2015-03-03T14:13:30.000Z","LuisMarques","Luis Marques","A hidden sigil awaits the initiatory call of Her elder song. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","4","20","2","0","0",,"false","none",,,,,"572761721917423616",,,,,,
"original","571370781894164481","2015-02-27T18:06:24.000Z","LuisMarques","Luis Marques","The most brilliant minds, the greatest warriors, revolutionary artists and true pioneers are rarely found in the loud tales of history. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","18","1","0","1",,"false","none",,,,,"571370781894164481",,,,,,
"original","568128193049321472","2015-02-18T19:21:31.000Z","LuisMarques","Luis Marques","New Moon — We hunt in the night so that you may see the shrouded mystery of the day. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","17","1","0","1",,"false","none",,,,,"568128193049321472",,,,,,
"original","566677078528229377","2015-02-14T19:15:18.000Z","LuisMarques","Luis Marques","The foremost thing you should always give is your very best. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5","18","5","0","1",,"false","none",,,,,"566677078528229377",,,,,,
"original","563936070350692352","2015-02-07T05:43:31.000Z","LuisMarques","Luis Marques","We live in a world of blindness where the blind seek the sightless ignorance of others and reject truth from the few that can see. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13","21","1","0","0",,"false","none",,,,,"563936070350692352",,,,,,
"original","562695377376538624","2015-02-03T19:33:26.000Z","LuisMarques","Luis Marques","Truth is my shield. Passion is my guide. Silence is my talisman. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","21","2","0","1",,"false","none",,,,,"562695377376538624",,,,,,
"original","560180241625526272","2015-01-27T20:59:11.000Z","LuisMarques","Luis Marques","If you need to ask what magick is you aren't yet ready to understand it. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11","18","2","0","1",,"false","none",,,,,"560180241625526272",,,,,,
"original","557591079525310466","2015-01-20T17:30:47.000Z","LuisMarques","Luis Marques","New Moon — In the darkest nights only the yearning flame kindled from within can lighten the true path. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","7","16","2","0","1",,"false","none",,,,,"557591079525310466",,,,,,
"original","555333961946497024","2015-01-14T12:01:48.000Z","LuisMarques","Luis Marques","Any leader can win a battle but to turn the tide of war against all odds is only possible by the humble and just general. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6","17","3","0","1",,"false","none",,,,,"555333961946497024",,,,,,
"original","551903237327310848","2015-01-05T00:49:20.000Z","LuisMarques","Luis Marques","Exhibition may appease the ego of those in slavery but the wise take no part in it. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","7","18","1","0","0",,"false","none",,,,,"551903237327310848",,,,,,
"original","550730925961920512","2015-01-01T19:10:59.000Z","LuisMarques","Luis Marques","Embrace change holding your crown high and without fear for only in unstable sand we raise the foundation for one thousand years. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","10","21","1","0","0",,"false","none",,,,,"550730925961920512",,,,,,
"original","550375569029079040","2014-12-31T19:38:55.000Z","LuisMarques","Luis Marques","Celebrate our perpetual cycle of deceptive time with an enchanted song of immortal tide. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","17","0","0","0",,"false","none",,,,,"550375569029079040",,,,,,
"original","550375203088633857","2014-12-31T19:37:28.000Z","LuisMarques","Luis Marques","""Only when you drink from the river of silence shall you indeed sing."" -Khalil Gibran","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6","18","2","0","0",,"false","none",,,,,"550375203088633857",,,,,,
"original","546696673800761344","2014-12-21T16:00:18.000Z","LuisMarques","Luis Marques","A demonstration of ignorance and a handicap in observational power that exposes inner weakness, fear and failure. Value it accordingly. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","19","0","1","0",,"false","none",,,,,"546696673800761344",,,,,,
"original","546696574479663104","2014-12-21T15:59:55.000Z","LuisMarques","Luis Marques","Many will judge without knowing, lacking understanding on your motives or the intricate tapestry that drives and inspires you.","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","10","20","0","0","2",,"false","none",,,,,"546696574479663104",,,,,,
"original","543764654049476609","2014-12-13T13:49:30.000Z","LuisMarques","Luis Marques","Sometimes when you stop searching for magick is when it sprouts stronger than ever within your heart. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5","22","3","0","0",,"false","none",,,,,"543764654049476609",,,,,,
"original","541363058338463745","2014-12-06T22:46:25.000Z","LuisMarques","Luis Marques","We fly across the lost valley of ghastly memories with undying wings of pale mist. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","20","2","0","1",,"false","none",,,,,"541363058338463745",,,,,,
"original","538299489183072256","2014-11-28T11:52:53.000Z","LuisMarques","Luis Marques","Your fear should not linger in the danger of mistakes but in the fate of not even trying. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","12","24","2","0","1",,"false","none",,,,,"538299489183072256",,,,,,
"original","536121492590034945","2014-11-22T11:38:19.000Z","LuisMarques","Luis Marques","Learn my path to decode my words, not my words to decode my path. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","21","3","0","0",,"false","none",,,,,"536121492590034945",,,,,,
"original","534217438028890113","2014-11-17T05:32:17.000Z","LuisMarques","Luis Marques","Strength needs no validation, seeks no praise and can only be found deep within. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5","19","4","0","0",,"false","none",,,,,"534217438028890113",,,,,,
"original","533484545149263872","2014-11-15T05:00:01.000Z","LuisMarques","Luis Marques","Hesitation is the bane of a strategist in battle. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","7","14","1","0","0",,"false","none",,,,,"533484545149263872",,,,,,
"original","530443799672410112","2014-11-06T19:37:11.000Z","LuisMarques","Luis Marques","The intricacies of lore conceal obscure elements of vital truth sometimes more enlightening than known history. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6","18","3","0","0",,"false","none",,,,,"530443799672410112",,,,,,
"original","528291609088389120","2014-10-31T21:05:09.000Z","LuisMarques","Luis Marques","You can't rise without plunging below. There you shall find the meaning of darkness and the abyssal forces to devour you into becoming. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","10","21","0","0","1",,"false","none",,,,,"528291609088389120",,,,,,
"original","526832551802191873","2014-10-27T20:27:23.000Z","LuisMarques","Luis Marques","You can travel the world and between worlds with your mind alone. All it takes is daring to believe... ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","27","5","0","1",,"false","none",,,,,"526832551802191873",,,,,,
"original","525270708881215488","2014-10-23T13:01:10.000Z","LuisMarques","Luis Marques","New Moon — Energy cannot be wrong and never lies. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","10","23","2","0","1",,"false","none",,,,,"525270708881215488",,,,,,
"original","523175322666405888","2014-10-17T18:14:51.000Z","LuisMarques","Luis Marques","Words in Silence - Liber Silentis is now available. Em Hotep.
http://www.asetka.org/Words.shtml","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","4","11","1","0","0",,"false","none",,,,,"523175322666405888",,,,,,
"original","522341880072536064","2014-10-15T11:03:03.000Z","LuisMarques","Luis Marques","Deadly poison on the right amount becomes medicine. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","24","3","0","1",,"false","none",,,,,"522341880072536064",,,,,,
"original","519694891572420609","2014-10-08T03:44:52.000Z","LuisMarques","Luis Marques","No one but yourself can reveal the beauty of your naked soul. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","7","20","2","0","1",,"false","none",,,,,"519694891572420609",,,,,,
"original","516419460664934400","2014-09-29T02:49:28.000Z","LuisMarques","Luis Marques","The desperate reactions that fools may believe to be strength we see as fear. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","20","1","0","1",,"false","none",,,,,"516419460664934400",,,,,,
"original","514142821297946626","2014-09-22T20:02:55.000Z","LuisMarques","Luis Marques","Realizing and admitting the need for help and guidance should never be cause of frustration or embarrassment but a sign of humbleness. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","24","1","0","1",,"false","none",,,,,"514142821297946626",,,,,,
"original","511222329599221760","2014-09-14T18:37:56.000Z","LuisMarques","Luis Marques","True beauty can not be found through the deceptive eyes of ego. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","7","19","1","0","1",,"false","none",,,,,"511222329599221760",,,,,,
"original","509353342091685888","2014-09-09T14:51:14.000Z","LuisMarques","Luis Marques","There is truth in the thought that power is conquered by strength and a mighty weapon. That weapon is knowledge. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5","13","2","0","0",,"false","none",,,,,"509353342091685888",,,,,,
"original","508656044663255041","2014-09-07T16:40:26.000Z","LuisMarques","Luis Marques","Working as a window to the magick, ideals and culture of the Asetians, Liber Silentis is also an emotional log of our spiritual journey.","en","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","7","19","1","0","0",,"false","none",,,,,"508656044663255041",,,,,,
"original","508655957786624000","2014-09-07T16:40:05.000Z","LuisMarques","Luis Marques","Freely available in this account, its contents provide a platform of meditation and initiation through the power of timeless words.","en","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","5","14","0","0","0",,"false","none",,,,,"508655957786624000",,,,,,
"original","508655833748881408","2014-09-07T16:39:35.000Z","LuisMarques","Luis Marques","The result is Words in Silence, a small grimoire that makes such teachings available beyond the limits of technology. http://www.asetka.org/Words.shtml","en","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","7","14","2","0","1",,"false","none",,,,,"508655833748881408",,,,,,
"original","508655779516518402","2014-09-07T16:39:22.000Z","LuisMarques","Luis Marques","Shared in here with all of you for the past five years, my words have been edited and compiled into an initiatory system of utterances.","en","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","7","13","0","0","1",,"false","none",,,,,"508655779516518402",,,,,,
"original","503293823947374594","2014-08-23T21:32:53.000Z","LuisMarques","Luis Marques","So the word is sealed and the road of five revealed. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","16","2","0","0",,"false","none",,,,,"503293823947374594",,,,,,
"original","503215042725433344","2014-08-23T16:19:50.000Z","LuisMarques","Luis Marques","On Her seductive halls of truth the violet fire burns everlastingly, echoing the primordial anthem that carries the untold mystery of old. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","18","0","0","0",,"false","none",,,,,"503215042725433344",,,,,,
"original","502646627786846208","2014-08-22T02:41:09.000Z","LuisMarques","Luis Marques","Never mistake silence for idleness and unawareness... ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6","22","1","0","0",,"false","none",,,,,"502646627786846208",,,,,,
"original","502146938368950272","2014-08-20T17:35:34.000Z","LuisMarques","Luis Marques","Do not feed shallow tales to a monster nor teach it the laws of mortal men. A demon must not be tamed for it needs only to be unleashed… ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13","19","0","0","1",,"false","none",,,,,"502146938368950272",,,,,,
"original","501564432968073217","2014-08-19T03:00:54.000Z","LuisMarques","Luis Marques","You cannot teach honor and loyalty to someone without character and a strong personality. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","21","2","0","0",,"false","none",,,,,"501564432968073217",,,,,,
"original","501072327644573696","2014-08-17T18:25:27.000Z","LuisMarques","Luis Marques","When lost in the dark instead of turning on the light seek that which may teach you how to see in its absence. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13","25","2","0","1",,"false","none",,,,,"501072327644573696",,,,,,
"original","500771426870505472","2014-08-16T22:29:46.000Z","LuisMarques","Luis Marques","Strength cannot be glimpsed on the fabric of your body for it only becomes visible upon the mirror of your thoughts, choices and actions. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","17","0","0","0",,"false","none",,,,,"500771426870505472",,,,,,
"original","500630943984783360","2014-08-16T13:11:32.000Z","LuisMarques","Luis Marques","Cowardice and laziness are common triggers behind the conscious or unconscious refusal of most to think for themselves. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","16","2","0","1",,"false","none",,,,,"500630943984783360",,,,,,
"original","500025569413963776","2014-08-14T21:06:00.000Z","LuisMarques","Luis Marques","When the beast within rests under the delicate balance of your willpower there is no enemy that can break you. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","7","18","1","0","1",,"false","none",,,,,"500025569413963776",,,,,,
"original","499575662982995968","2014-08-13T15:18:14.000Z","LuisMarques","Luis Marques","Through pristine valleys along the road unseen the thread of starlight peeks beneath the golden door. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","4","9","1","0","0",,"false","none",,,,,"499575662982995968",,,,,,
"original","499308904611065857","2014-08-12T21:38:14.000Z","LuisMarques","Luis Marques","The ignorance of those who misunderstand your world and existence is commonly echoed through judgment, cynicism, fear and lies. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","15","21","2","0","2",,"false","none",,,,,"499308904611065857",,,,,,
"original","498549772358520832","2014-08-10T19:21:42.000Z","LuisMarques","Luis Marques","The most delicate alchemy allows for the transformation of pain and sorrow into wisdom. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","20","2","0","0",,"false","none",,,,,"498549772358520832",,,,,,
"original","498075480005046272","2014-08-09T11:57:02.000Z","LuisMarques","Luis Marques","Those obsessed with power will remain the ones lacking it. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","18","4","0","0",,"false","none",,,,,"498075480005046272",,,,,,
"original","497504839606489088","2014-08-07T22:09:31.000Z","LuisMarques","Luis Marques","At the ancient crossing where Her name remains unspoken a lost token reveals the undying words of silver. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6","15","1","0","0",,"false","none",,,,,"497504839606489088",,,,,,
"original","497367473893933056","2014-08-07T13:03:41.000Z","LuisMarques","Luis Marques","A beating heart veils the silent tune of the last untouched stone. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","14","2","0","0",,"false","none",,,,,"497367473893933056",,,,,,
"original","496691666464833537","2014-08-05T16:18:16.000Z","LuisMarques","Luis Marques","When facing dishonor there is nothing as powerful as indifference. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5","17","1","0","0",,"false","none",,,,,"496691666464833537",,,,,,
"original","495868743923548160","2014-08-03T09:48:16.000Z","LuisMarques","Luis Marques","Only those freely wielding their words unbroken may sing among the stars. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","3","15","1","0","0",,"false","none",,,,,"495868743923548160",,,,,,
"original","494893973027454976","2014-07-31T17:14:52.000Z","LuisMarques","Luis Marques","Immortal drops forgotten on an ocean of living mortality. Unawakened love. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","10","22","2","0","1",,"false","none",,,,,"494893973027454976",,,,,,
"original","493388131606216704","2014-07-27T13:31:11.000Z","LuisMarques","Luis Marques","To condemn and criticize what you do not understand and know nothing about is merely a futile exercise of ignorance. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","7","17","1","0","2",,"false","none",,,,,"493388131606216704",,,,,,
"original","492621248619610113","2014-07-25T10:43:52.000Z","LuisMarques","Luis Marques","We unleash fire that can burn time and reforge the invisible bonds of immortality. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","17","1","0","0",,"false","none",,,,,"492621248619610113",,,,,,
"original","490825080981577729","2014-07-20T11:46:33.000Z","LuisMarques","Luis Marques","The despair of those who hide elusive sadness beneath masked smiles and empty laughs is often evident as screams to all but themselves. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","9","17","0","0","0",,"false","none",,,,,"490825080981577729",,,,,,
"original","489261481671032832","2014-07-16T04:13:21.000Z","LuisMarques","Luis Marques","Asetianism is not about power, it is about knowing. However, knowing often is power. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6","17","7","0","0",,"false","none",,,,,"489261481671032832",,,,,,
"original","488078709443022848","2014-07-12T21:53:27.000Z","LuisMarques","Luis Marques","A species that does not respect nature and its unquestionably superior power shall never be respected in return. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","11","17","2","0","2",,"false","none",,,,,"488078709443022848",,,,,,
"original","486932083206402048","2014-07-09T17:57:10.000Z","LuisMarques","Luis Marques","Those who succeed are not the ones that never do mistakes but those who never give up and that their mistakes only make them fight harder. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","14","27","1","0","0",,"false","none",,,,,"486932083206402048",,,,,,
"original","486178406959431680","2014-07-07T16:02:19.000Z","LuisMarques","Luis Marques","Exiled from the sand that blessed their sunrise and unbound from the mortal coil of eternal slumber they bent stone and forged an empire. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","17","1","0","1",,"false","none",,,,,"486178406959431680",,,,,,
"original","484709990188322816","2014-07-03T14:47:21.000Z","LuisMarques","Luis Marques","My soul is my compass. My inner master. The map of my past, candle of my present and omen of my future. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","12","27","2","0","1",,"false","none",,,,,"484709990188322816",,,,,,
"original","483309380549763072","2014-06-29T18:01:50.000Z","LuisMarques","Luis Marques","When making a promise, commit to it through life and death. If your word loses power you become nothing. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","21","3","0","0",,"false","none",,,,,"483309380549763072",,,,,,
"original","480833606714425344","2014-06-22T22:03:59.000Z","LuisMarques","Luis Marques","When summer visits your temple do not hide from the sun but master its cleansing flame as it arrogantly burns your skin. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5","19","1","0","0",,"false","none",,,,,"480833606714425344",,,,,,
"original","480420644501602305","2014-06-21T18:43:02.000Z","LuisMarques","Luis Marques","Asetians are proud to be a small Family for never in history so few rose above so many. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5","21","1","0","0",,"false","none",,,,,"480420644501602305",,,,,,
"original","479268078803763200","2014-06-18T14:23:09.000Z","LuisMarques","Luis Marques","Not only physical experiences allow us to live the greatest stories. Often the very subtle hold the unexpected power to redraw our lives. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","17","0","0","2",,"false","none",,,,,"479268078803763200",,,,,,
"original","477519870872281088","2014-06-13T18:36:23.000Z","LuisMarques","Luis Marques","Nature does not listen to the sound of envy and hate; it only sings to the voice of silence. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","19","1","0","2",,"false","none",,,,,"477519870872281088",,,,,,
"original","476148925272162305","2014-06-09T23:48:44.000Z","LuisMarques","Luis Marques","To be immortal is to start anew. Ancient flame in renewed shell, remembering to be One again. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","22","2","0","0",,"false","none",,,,,"476148925272162305",,,,,,
"original","474492298974470144","2014-06-05T10:05:54.000Z","LuisMarques","Luis Marques","Drawing inspiration from recognition is a common sign on the absence of art upon the birth of commerce and ephemeral gratification. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","7","15","1","0","0",,"false","none",,,,,"474492298974470144",,,,,,
"original","473131214925496322","2014-06-01T15:57:26.000Z","LuisMarques","Luis Marques","Empress of silver light, immortal Queen that brings empires to its knees and raises armies to the height of infinity. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5","21","1","0","0",,"false","none",,,,,"473131214925496322",,,,,,
"original","471601870751150080","2014-05-28T10:40:22.000Z","LuisMarques","Luis Marques","Most can only understand life in shallow waters while we command fleets through major storms at the abyss. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5","15","1","0","0",,"false","none",,,,,"471601870751150080",,,,,,
"original","470098807091654656","2014-05-24T07:07:44.000Z","LuisMarques","Luis Marques","A lost soul is not an abandoned soul. Hidden beauty and forgotten truth forever concealed until the violet storm that can set it free. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","13","28","1","0","1",,"false","none",,,,,"470098807091654656",,,,,,
"original","468062236230307840","2014-05-18T16:15:07.000Z","LuisMarques","Luis Marques","Who wields the greatest power finds no service in its exhibition. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","5","20","1","0","0",,"false","none",,,,,"468062236230307840",,,,,,
"original","466865775329169408","2014-05-15T09:00:49.000Z","LuisMarques","Luis Marques","When we bleed we bleed as One. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","3","16","2","0","0",,"false","none",,,,,"466865775329169408",,,,,,
"original","465739882305171456","2014-05-12T06:26:55.000Z","LuisMarques","Luis Marques","If someone insults or spreads lies concerning you it speaks more about them than it does about you. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","4","19","1","0","0",,"false","none",,,,,"465739882305171456",,,,,,
"original","464811636621316096","2014-05-09T16:58:24.000Z","LuisMarques","Luis Marques","No human power can burn the armies carrying flags soaked in red for only the flaming sword of immortals can scar their false crown. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6","17","0","0","0",,"false","none",,,,,"464811636621316096",,,,,,
"original","463888569853964288","2014-05-07T03:50:28.000Z","LuisMarques","Luis Marques","Fire destroys the weak and nourishes the strong. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","4","19","1","0","0",,"false","none",,,,,"463888569853964288",,,,,,
"original","463024008922148864","2014-05-04T18:35:00.000Z","LuisMarques","Luis Marques","Eternity is only achieved through the perpetual experience of now. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","3","18","2","0","1",,"false","none",,,,,"463024008922148864",,,,,,
"original","461512572433616896","2014-04-30T14:29:06.000Z","LuisMarques","Luis Marques","We are horse and rider; the banner high on the mountain. Chill of the forest and shadow in the dark. We are sword, steel and death. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6","18","0","0","0",,"false","none",,,,,"461512572433616896",,,,,,
"original","460480912505860097","2014-04-27T18:09:39.000Z","LuisMarques","Luis Marques","Fitting in is a quest of fools. Being accepted a hope of the weak. Embrace your uniqueness notwithstanding opposition and criticism. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","8","25","3","0","2",,"false","none",,,,,"460480912505860097",,,,,,
"original","459131175966371840","2014-04-24T00:46:17.000Z","LuisMarques","Luis Marques","Many get lost seeking for answers they may never find, forgetting to live and enjoy the blessings already bestowed upon them. ☥","en","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","6","22","2","0","0",,"false","none",,,,,"459131175966371840",,,,,,
